lab,subid,trial_type,stimulus,trial_num,looking_time,total_trial_time,trial_error,trial_error_type,notes
MaDLab-UCSD,MB01,training,training,-2,17.47,18.02,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,training,training,-1,6.33,8.35,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS1,1,16.04,18.01,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS1,2,5.06,7.06,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS2,3,4.3,6.3,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS2,4,5.56,8.48,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS3,5,6.25,9.53,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS3,6,4.11,6.11,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS4,7,3.11,5.72,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS4,8,9.62,12.72,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS5,9,4.1,6.1,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS5,10,4.89,7.88,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS6,11,6.22,9.14,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS6,12,2.74,4.74,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS7,13,7.83,11.76,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS7,14,7.44,10.49,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,ADS,ADS8,15,2.75,4.75,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB01,IDS,IDS8,16,3.5,8.55,error,Infant's eyes not fully visible,Infant's eyes kept getting cut out of video
MaDLab-UCSD,MB02,training,training,-2,15.74,18.01,noerror,NA,NA
MaDLab-UCSD,MB02,training,training,-1,16.3,18.01,noerror,NA,NA
MaDLab-UCSD,MB02,ADS,ADS1,1,14.63,18.01,noerror,NA,NA
MaDLab-UCSD,MB02,IDS,IDS1,2,4.92,7.2,noerror,NA,NA
MaDLab-UCSD,MB02,ADS,ADS2,3,2.64,4.64,noerror,NA,NA
MaDLab-UCSD,MB02,IDS,IDS2,4,5.86,7.86,noerror,NA,NA
MaDLab-UCSD,MB02,IDS,IDS3,5,1.96,3.96,noerror,NA,NA
MaDLab-UCSD,MB02,ADS,ADS3,6,3.68,6.76,noerror,NA,NA
